ID,Species,Group,Group_As_On_Fig2,Source,Proportion_Heterozygous,PC1,PC2,PC3,PC4,PC5,PC6
Chis86,Z. mays,Landrace,Other,Brandenburg et al. 2017,0.03258,0.0011924,-0.0119575,0.0336417,-0.00991518,0.031757,0.0360097
Ci7Goodman-Buckler,Z. mays,NSS,NSS,Bukowski et al. 2018,0.01985,0.0107828,0.00256072,0.00788517,-0.00307921,0.00418549,-0.0103939
D06,Z. mays,SS,Europe,Unterseer et al. 2014,0.02539,0.0148326,0.00829161,0.00174091,-7.67997e-06,-0.000738174,-0.0125201
D09,Z. mays,SS,Europe,Unterseer et al. 2014,0.02529,0.0137362,0.00448833,0.00217595,9.67867e-05,0.00168272,-0.0117019
D152,Z. mays,NA,Europe,Unterseer et al. 2014,0.02562,0.00176103,-0.0137736,0.0189582,-0.00844007,0.00148367,-0.0777655
D940Y,Z. mays,Mixed,Other,Bukowski et al. 2018,0.03685,0.00809266,-0.00746272,0.00979512,-0.00699025,0.00161317,0.0130328
DE1,Z. mays,IDT,IDT,Bukowski et al. 2018,0.02489,0.0179269,-0.0133796,-0.0485394,0.0274144,0.041956,0.020695
DE2,Z. mays,IDT,IDT,Qiu et al. 2021,0.02923,0.0165106,-0.0207252,-0.056166,0.0287286,0.0406264,0.0173448
DE3,Z. mays,NSS,NSS,Qiu et al. 2021,0.03076,0.0149752,-0.0213535,-0.0153607,-0.011361,-0.0378974,0.0189477
DE4,Z. mays,Mixed,Other,Qiu et al. 2021,0.03144,0.012859,-0.0175818,-0.00826446,-0.0116728,-0.0330917,0.0108655
DE811,Z. mays,SS,SS,Qiu et al. 2021,0.02624,0.0149422,0.0230482,0.00122217,0.000365379,-0.0231976,0.00155012
DH40,Z. mays,Mixed,Huangzaosi (China),Wang et al. 2020,0.02397,0.00881941,-0.0124001,0.0131077,-0.00881841,0.000474489,0.00359651
DH65232,Z. mays,Mixed,Huangzaosi (China),Wang et al. 2020,0.31199,0.0102264,-0.00374698,0.0112459,-0.00384761,0.00433316,0.0173922
DJ7,Z. mays,SS,SS,Qiu et al. 2021,0.00078824,0.0180394,0.0894066,0.0153172,0.00762186,-0.0110075,0.0148893
DK105,Z. mays,NA,Europe,Unterseer et al. 2014,0.03568,-0.00359403,-0.0179822,0.0168471,-0.00926918,-0.00419257,-0.110333
DK3IBZ2,Z. mays,Mixed,Other,Bukowski et al. 2018,0.00881,0.0200589,0.0246965,-0.0208953,0.0182136,0.0180646,0.012816
DK3IIH6,Z. mays,IDT,IDT,This Study,0.02007,0.0190678,-0.0159214,-0.0629212,0.0351776,0.0432053,0.0179651
DK4676A,Z. mays,Mixed,Other,Qiu et al. 2021,0.02632,0.0161341,0.0237011,-0.00628996,0.00771392,-0.0122483,-0.015807
DK6F545,Z. mays,SS,SS,This Study,0.0113,0.0182578,0.0575869,0.00733254,0.00614722,-0.0133228,-7.64334e-05
DK78002A,Z. mays,SS,SS,Qiu et al. 2021,0.01085,0.0183294,0.0784465,0.00846251,0.0105364,-0.0103631,7.40212e-05
DK78004,Z. mays,SS,SS,Bukowski et al. 2018,0.00234,0.0217548,0.0818836,0.00991534,0.0106325,-0.011769,-0.000740852
DK78010,Z. mays,SS,SS,Qiu et al. 2021,0.01268,0.0193374,0.0761023,0.00560554,0.0127843,-0.011291,-0.00485
DK78371A,Z. mays,NSS,NSS,Qiu et al. 2021,0.03189,0.0141031,-0.0328011,-0.0207107,-0.0170272,-0.0586995,-0.00230106
DK83IBI3,Z. mays,IDT,IDT,Bukowski et al. 2018,0.00476,0.0227284,0.018707,-0.0485322,0.0335823,0.0390317,0.0251623
DK84BRQ4,Z. mays,SS,SS,This Study,0.02014,0.0190601,0.0227202,-0.00607253,0.00485695,-0.0361361,-0.00388615
DK8F196,Z. mays,SS,SS,This Study,0.19845,0.0175847,0.0591065,0.00911178,0.00691712,-0.00818448,0.00515259
DK8M116,Z. mays,Mixed,Other,This Study,0.02379,0.0116496,-0.0107598,-0.0013051,-0.00311081,-0.00684266,-0.00144667
DK8M129,Z. mays,Mixed,Other,This Study,0.02106,0.0139333,-0.0182299,-0.00847589,-0.0114688,-0.0355769,0.018951
DKF274,Z. mays,SS,SS,This Study,0.01622,0.0179028,0.0402848,0.00271512,0.00713897,-0.0133578,-0.00118308
DKFAPW,Z. mays,Broad origin-public,Other,Qiu et al. 2021,0.02451,0.0188898,0.0465625,-0.00402619,0.0124864,-0.0168413,-0.0269501
DKFBHJ,Z. mays,SS,SS,Qiu et al. 2021,0.02404,0.0163638,0.0320853,-0.00427293,0.00983935,-0.00392162,-0.0160738
DKHBA1,Z. mays,Mixed,Other,Qiu et al. 2021,0.0237,0.014446,0.00161987,-0.00273646,0.00103089,-0.00302976,0.00745669
DKIB014,Z. mays,IDT,IDT,Qiu et al. 2021,0.03036,0.0170772,-0.0255018,-0.0722972,0.0364935,0.042151,0.00110383
DKIB02,Z. mays,IDT,IDT,Bukowski et al. 2018,0.00698,0.0205484,0.0150085,-0.0334353,0.0266859,0.0332842,0.0143818
DKMBNA,Z. mays,NSS,NSS,Qiu et al. 2021,0.0346,0.0146459,-0.0388911,-0.0291451,-0.0228714,-0.0814034,0.0429842
DKMBUB,Z. mays,NSS,NSS,Bukowski et al. 2018,0.06032,0.0159013,0.0178375,0.0134771,-0.00490969,-0.00643822,0.0101099
DKMBZA,Z. mays,IDT,IDT,This Study,0.02207,0.0167383,-0.0201362,-0.0500152,0.0244443,0.0215286,0.00664889
DKMFD-13D,Z. mays,Mixed,Other,This Study,0.023,0.0150391,-0.0262231,-0.0121899,-0.0177615,-0.0584874,0.0123455
DKMM402A,Z. mays,NSS,NSS,Bukowski et al. 2018,0.0057,0.0172381,0.0148911,-0.000642831,-0.00375717,-0.0252493,0.00314695
DKNL001,Z. mays,SS,SS,This Study,0.00912,0.0185997,0.0785645,0.00963352,0.0106996,-0.00851432,-0.000739173
DKPB80,Z. mays,SS,SS,Qiu et al. 2021,0.00599,0.0176023,0.0789728,0.0121666,0.0076872,-0.00827974,0.0104998
DKWDAD1,Z. mays,SS,SS,This Study,0.00832,0.0187808,0.080546,0.0105928,0.0107432,-0.0174568,-0.00202091
Dahuang46,Z. mays,Mixed,Huangzaosi (China),Wang et al. 2020,0.02497,0.00983745,-0.014885,0.0088555,-0.00681677,0.0109319,-0.00681187
Dan340,Z. mays,NSS,Huangzaosi (China),Wang et al. 2020,0.02654,0.00991254,-0.0237653,0.00465858,-0.0143132,-0.0229306,-0.0078414
Dan341,Z. mays,Mixed,Huangzaosi (China),Wang et al. 2020,0.11934,0.0122413,-0.00714042,0.00361011,-0.00498693,-0.00388339,0.0120007
Dan360,Z. mays,NSS,Huangzaosi (China),Wang et al. 2020,0.02735,0.00958211,-0.0260584,0.00427198,-0.0162909,-0.026346,0.000312978
Dan598,Z. mays,Mixed,Huangzaosi (China),Wang et al. 2020,0.02711,0.00496174,-0.0102461,0.0165799,-0.00513896,0.0064047,0.00773544
Dan599,Z. mays,Mixed,Huangzaosi (China),Wang et al. 2020,0.02685,0.0103467,-0.00843701,0.00841557,-0.00293508,-0.000353309,0.0218269
Dan9046,Z. mays,NSS,Huangzaosi (China),Wang et al. 2020,0.02425,0.0116178,-0.017513,0.0023278,-0.0129259,-0.0268452,0.00736838
Dan99chang,Z. mays,Mixed,Huangzaosi (China),Wang et al. 2020,0.02344,0.0102452,-0.0185805,0.00791934,-0.00899844,-0.00561495,0.00869778
Danhuang02,Z. mays,Mixed,Huangzaosi (China),Wang et al. 2020,0.02608,0.0126432,-0.00435794,0.00267698,-0.00513915,-0.00417929,-0.00033094
Denghai4866,Z. mays,Mixed,Huangzaosi (China),Wang et al. 2020,0.03293,0.0120013,-0.00293631,0.00624803,-0.00578828,-0.00281037,0.0263417
Dian11,Z. mays,Mixed,Huangzaosi (China),Wang et al. 2020,0.0262,0.0106102,-0.0151073,0.00146358,-0.00678813,-0.00496915,-0.00641864
Diangu11A,Z. mays,Mixed,Huangzaosi (China),Wang et al. 2020,0.18056,0.0115649,-0.0106151,0.00191618,-0.0051959,-0.00666845,0.00135281
Dong17,Z. mays,Huangzaosi,Huangzaosi (China),Wang et al. 2020,0.02515,-1.68494e-05,-0.0188347,0.0297884,-0.00689091,0.0299638,0.0126213
Dong237,Z. mays,Mixed,Huangzaosi (China),Wang et al. 2020,0.02886,0.0100045,-0.0143282,0.00115426,-0.00710482,-0.0193487,-0.0026304
Dong46,Z. mays,Mixed,Huangzaosi (China),Wang et al. 2020,0.02861,0.00349932,-0.0175426,0.013689,-0.00417795,0.0138821,-0.0111532
E2558W,Z. mays,Mixed,Other,Bukowski et al. 2018,0.01598,0.00960597,0.00382235,0.0126515,-0.00264261,0.0119039,0.0041682
E28,Z. mays,Mixed,Huangzaosi (China),Wang et al. 2020,0.02588,0.0114629,-0.00106202,0.00714901,-0.00369246,-0.00772584,-0.00777527
E8501,Z. mays,NSS,NSS,Qiu et al. 2021,0.02882,0.0120826,-0.0291074,-0.00618176,-0.0203464,-0.0484785,0.0271281
EA1197,Z. mays,Landrace,Other,Brandenburg et al. 2017,0.02733,-0.00168121,-0.01407,0.0450516,-0.011133,0.0387495,0.0245943
EA1433,Z. mays,Landrace,Other,Brandenburg et al. 2017,0.02991,0.00723348,-0.0106101,0.0093438,-0.00178802,0.0182763,0.00111501
EA1712,Z. mays,Landrace,Other,Brandenburg et al. 2017,0.0275,-0.0014668,-0.0157601,0.0436652,-0.0107418,0.0411975,0.0278237
EA2000,Z. mays,Landrace,Other,Brandenburg et al. 2017,0.02741,0.00335099,-0.0136133,0.0296734,-0.011422,0.0246429,0.0206982
EAST_028,Z. mays,Broad origin-public,Other,Qiu et al. 2021,0.04571,0.00782282,-0.0178632,0.00281568,-0.00537565,0.00486056,-0.0141354
EC169,Z. mays,SS,Europe,Unterseer et al. 2014,0.01804,0.0161485,0.0460673,0.00540437,0.00805993,-0.00604391,-0.0207443
EC49A,Z. mays,NA,Europe,Unterseer et al. 2014,0.02661,0.00203,-0.0094842,0.0245465,-0.0097564,0.00906384,-0.0422336
EP1,Z. mays,Sweet corn,Other,Bukowski et al. 2018,0.01979,-0.00206467,-0.00903278,0.0296525,-0.00800714,0.0139499,-0.0530674
EP4,Z. mays,Landrace,Other,Brandenburg et al. 2017,0.03427,-0.0019535,-0.0166409,0.0111165,-0.0047219,0.00165961,-0.0870621
EP44,Z. mays,NA,Europe,Unterseer et al. 2014,0.02284,0.00030926,-0.0131042,0.0462429,-0.011801,0.0400777,0.0225262
EP80,Z. mays,Landrace,Other,Brandenburg et al. 2017,0.03187,-0.00480816,-0.0184151,0.0307986,-0.0104392,0.0133039,-0.0553268
EV18,Z. mays,Landrace,Other,Brandenburg et al. 2017,0.03316,-0.000672525,-0.0160796,0.0324433,-0.0103045,0.0176405,-0.0273662
EZ4,Z. mays,Landrace,Other,Brandenburg et al. 2017,0.0561,-0.00259671,-0.0157285,0.0333385,-0.00908125,0.0178714,-0.0308268
EZ5,Z. mays,NA,Europe,Unterseer et al. 2014,0.02466,0.000708912,-0.00856994,0.0432633,-0.00921064,0.0358469,0.0272029
Eng-Li_Chih,Z. mays,Broad origin-public,Other,This Study,0.02311,0.0091377,-0.00992402,0.0101621,-0.00359701,0.0134087,-0.00277917
Ernan24,Z. mays,Mixed,Huangzaosi (China),Wang et al. 2020,0.14911,0.00674733,-0.00848485,0.0196963,-0.0100532,0.00153362,0.00948303
F03802,Z. mays,SS,Europe,Unterseer et al. 2014,0.03091,0.00141211,-0.00929106,0.0228949,-0.00689689,0.014775,-0.0550097
F115,Z. mays,Broad origin-public,Other,This Study,0.20164,0.0152839,0.0177121,-0.0029308,0.00609174,6.40223e-05,-0.00676474
F118,Z. mays,SS,SS,Qiu et al. 2021,0.01733,0.0131909,0.0475195,0.0136624,0.00184241,-0.00323204,0.00805831
F2,Z. mays,Sweet corn,Other,Unterseer et al. 2014,0.02549,-0.000680432,-0.0169294,0.031951,-0.0110666,0.0161376,-0.0684286
F252,Z. mays,IDT,Europe,Unterseer et al. 2014,0.04484,0.0114747,-0.00745336,0.000906267,-0.00177476,0.00714305,-0.0093235
F283,Z. mays,NA,Europe,Unterseer et al. 2014,0.06095,0.00104067,-0.00931857,0.0234241,-0.00531888,0.0105585,-0.0780695
F2834T,Z. mays,Tropical,Tropical,Qiu et al. 2021,0.02908,0.00315716,-0.0147533,0.0155192,-0.00423444,0.0206417,0.0128084
F353,Z. mays,IDT,Europe,Unterseer et al. 2014,0.05484,0.0159456,-0.00559555,-0.0399675,0.0261388,0.0341437,-0.00468744
F39,Z. mays,Landrace,Other,Brandenburg et al. 2017,0.03096,-0.00293017,-0.0168032,0.0294954,-0.0111747,0.0197739,-0.0457692
F42,Z. mays,SS,SS,Bukowski et al. 2018,0.002,0.0186702,0.0908866,0.0142854,0.00749935,-0.0121817,0.0144096
F44,Z. mays,Mixed,Other,This Study,0.02341,0.00898873,-0.00310649,0.0197115,-0.0061666,0.0132201,0.00198725
F6,Z. mays,Mixed,Other,Bukowski et al. 2018,0.02722,0.0082146,-0.0100281,0.0097819,-0.00599018,0.0122654,0.00747369
F618,Z. mays,SS,Europe,Unterseer et al. 2014,0.03088,0.017588,0.0229407,-0.00312935,0.00845141,-0.00585036,-0.00751084
F64,Z. mays,NA,Europe,Unterseer et al. 2014,0.02866,0.00133913,-0.00855227,0.034667,-0.00778956,0.0265591,0.00516287
F7,Z. mays,Sweet corn,Other,Bukowski et al. 2018,0.02316,-0.000781347,-0.0149618,0.0276337,-0.00775625,0.0140799,-0.070322
F759,Z. mays,Landrace,Other,Brandenburg et al. 2017,0.02946,-0.00233235,-0.0172507,0.0293292,-0.00941136,0.0122624,-0.0570721
F98902,Z. mays,SS,Europe,Unterseer et al. 2014,0.07138,0.0205063,0.0404683,-0.0265969,0.0264196,0.0217608,0.012302
FBLA,Z. mays,SS,SS,Qiu et al. 2021,0.03292,0.0155601,0.0377771,-0.0045361,0.0100463,-0.00517591,-0.0123184
FBLL,Z. mays,SS,SS,Qiu et al. 2021,0.01924,0.0181772,0.0725243,0.00652041,0.0102197,-0.0100504,0.0063744
FC16,Z. mays,Landrace,Other,Brandenburg et al. 2017,0.03016,-0.00205575,-0.0178104,0.0327238,-0.0105289,0.0216501,-0.0292519
FC24,Z. mays,Landrace,Other,Brandenburg et al. 2017,0.0315,-0.00378438,-0.0174256,0.0153872,-0.00938422,-0.00659267,-0.116893
FC25,Z. mays,Landrace,Other,Brandenburg et al. 2017,0.02881,0.00896273,-0.00694386,0.0120535,-0.00596171,0.0129203,0.0119406
FC46,Z. mays,Sweet corn,Other,Qiu et al. 2021,0.03228,-0.00493451,-0.0243568,0.0200912,-0.00888355,0.0058832,-0.0755252
FC673,Z. mays,Landrace,Other,Brandenburg et al. 2017,0.03261,-0.00459357,-0.0181052,0.0248607,-0.0100938,0.015618,-0.058802
FF0721H-7,Z. mays,NA,Europe,Unterseer et al. 2014,0.02572,-0.00100834,-0.0155258,0.0166716,-0.00841014,-0.0019563,-0.110679
FR19,Z. mays,Mixed,Other,Qiu et al. 2021,0.02786,0.0146471,0.0142428,-0.00636698,0.00321027,-0.00523597,-0.0234554
FV1,Z. mays,Landrace,Other,Brandenburg et al. 2017,0.03018,-0.00238768,-0.0170281,0.0281553,-0.00892993,0.0206943,-0.0611669
FV70,Z. mays,Landrace,Other,Brandenburg et al. 2017,0.03137,-0.00302219,-0.017257,0.0331795,-0.0121097,0.0176536,-0.0498443
FV72,Z. mays,Landrace,Other,Brandenburg et al. 2017,0.03031,-0.00372442,-0.0165073,0.0318241,-0.0109104,0.0189719,-0.0544313
FV76,Z. mays,Landrace,Other,Brandenburg et al. 2017,0.02971,-0.00144295,-0.0158903,0.0293189,-0.0115044,0.0208376,-0.040827
Fe,Z. mays,Mixed,Other,This Study,0.02101,0.0134674,0.00283528,-0.00260822,0.00255091,0.00153542,-0.00780585
Fu8501,Z. mays,NSS,Huangzaosi (China),Wang et al. 2020,0.02585,0.0136891,-0.0120566,-0.00391565,-0.0134638,-0.0468116,0.0113804
FusheA,Z. mays,Huangzaosi,Huangzaosi (China),Wang et al. 2020,0.02383,-0.000307102,-0.0156605,0.0307303,-0.00873083,0.0200654,-0.00315637
G22_T122,Z. mays,Sweet corn,Other,This Study,0.02208,0.00085406,-0.0130668,0.0128717,-0.00454329,-0.000202609,-0.0889451
G3_T5a,Z. mays,Sweet corn,Other,This Study,0.02399,-0.00348061,-0.0197088,0.0166977,-0.00718025,-0.000643333,-0.115257
G80,Z. mays,SS,SS,Qiu et al. 2021,0.0276,0.0168066,0.0175119,-0.00991936,0.00244872,-0.0357497,-0.0104037
GA209,Z. mays,NSS,NSS,Bukowski et al. 2018,0.02299,0.00849907,-0.00275104,0.0121074,-0.00403094,0.00870035,-0.000995643
GA219,Z. mays,Landrace,Other,Brandenburg et al. 2017,0.03112,-0.00179384,-0.020192,0.0232016,-0.0122226,0.00589182,-0.066798
GE129,Z. mays,Broad origin-public,Other,This Study,0.02313,0.0102089,-0.0121279,0.00683424,-0.00410623,0.00798897,0.00489749
GE54,Z. mays,Mixed,Other,This Study,0.02164,0.0104269,-0.0112537,0.000753927,6.60732e-05,0.0122303,0.00402814
GREN2,Z. mays,Landrace,Other,Brandenburg et al. 2017,0.02889,0.00333151,-0.0129768,0.0318547,-0.00910457,0.032086,0.0386608
GT112,Z. mays,NSS,NSS,Bukowski et al. 2018,0.0184,0.0107521,-0.00155258,0.0176241,-0.00784112,0.0111627,0.0142902
GUAD6,Z. mays,Landrace,Other,Brandenburg et al. 2017,0.02789,0.00267155,-0.00965541,0.0315552,-0.00850451,0.0285303,0.0364242
H105W,Z. mays,SS,SS,Qiu et al. 2021,0.029,0.0155549,0.0308722,-0.00292135,0.00882933,-0.00448168,-0.0256259
H110,Z. mays,Mixed,Other,Qiu et al. 2021,0.02805,0.00699947,0.00907064,0.0116039,0.000804495,0.00220179,-0.0117344
H113,Z. mays,Mixed,Other,Qiu et al. 2021,0.02854,0.00948766,-0.00355674,0.00423833,-0.00214363,0.00964937,-0.00398859
H114,Z. mays,SS,SS,Qiu et al. 2021,0.02521,0.015487,0.0223725,-0.00464012,0.00589593,-0.0141023,-0.0190339
H121,Z. mays,Mixed,Other,Qiu et al. 2021,0.02912,0.00937791,-0.0131098,0.00050965,-0.00465214,0.00116693,-0.0032942
H122w,Z. mays,SS,SS,This Study,0.01466,0.015327,0.040842,0.00820786,0.00141332,-0.0106811,0.00554084
H124w,Z. mays,Mixed,Other,This Study,0.02224,0.0102994,-0.00964748,0.00978757,-0.00630229,0.00603274,0.0082058
H14,Z. mays,Mixed,Other,This Study,0.02173,0.00896808,-0.0190143,0.000176603,-0.00585721,-0.012478,-0.0292815
H152,Z. mays,Mixed,Huangzaosi (China),Wang et al. 2020,0.02675,0.0103225,-0.0302127,0.0101835,-0.0240613,-0.0380928,0.0310998
H21,Z. mays,Huangzaosi,Huangzaosi (China),Wang et al. 2020,0.02692,0.0042716,-0.0161948,0.0305531,-0.00947061,0.0198878,0.00446061
H42,Z. mays,Broad origin-public,Other,Qiu et al. 2021,0.03322,0.0117377,-0.0108202,-0.00662405,-0.00302888,-0.00864391,-0.0155215
H49,Z. mays,NSS,NSS,Bukowski et al. 2018,0.03247,0.0145599,-0.0035965,0.00157227,-0.00239638,0.000767344,0.00090842
H5,Z. mays,Broad origin-public,Other,Qiu et al. 2021,0.02725,0.0132118,-0.00910151,-0.00853647,-0.00187044,0.00272343,-0.00226843
H52,Z. mays,Broad origin-public,Other,This Study,0.02406,0.0164467,-0.0340763,-0.0199612,-0.0246256,-0.0827662,0.0393415
H71,Z. mays,Broad origin-public,Other,Qiu et al. 2021,0.02953,0.0111493,-0.0147526,-0.00184537,-0.00680035,-0.0022141,-0.00982079
H84,Z. mays,SS,SS,Qiu et al. 2021,0.02612,0.0145982,0.0185685,-0.00324895,0.0059075,-0.0155909,-0.0222171
H91,Z. mays,SS,SS,Qiu et al. 2021,0.02215,0.0201881,0.0597787,-0.0032931,0.0145855,-0.0126742,-0.023882
H95,Z. mays,NSS,NSS,Qiu et al. 2021,0.03136,0.0108406,-0.0197719,-0.00260363,-0.00899828,-0.0153917,-0.00794496
H96,Z. mays,Mixed,Other,Qiu et al. 2021,0.02715,0.0115177,-0.000997448,-0.00583771,0.00172336,0.00944776,-0.000779801
H99,Z. mays,Mixed,Other,Qiu et al. 2021,0.03219,0.00964852,-0.0238098,-0.00531179,-0.00887762,-0.0146944,-0.0164402
HB8229,Z. mays,SS,SS,Bukowski et al. 2018,0.00715,0.0187369,0.0473304,0.010426,0.00688629,-0.00276204,0.00448371
HP301,Z. mays,Popcorn,Other,Qiu et al. 2021,0.02932,0.00328191,-0.0182386,0.00691249,-0.00369379,0.0108988,-0.0364943
HZ85,Z. mays,Mixed,Huangzaosi (China),Wang et al. 2020,0.02661,0.0155946,0.00383435,-0.00729593,-0.000447675,-0.0242467,-0.00533959
Hai014,Z. mays,Mixed,Huangzaosi (China),Wang et al. 2020,0.02781,0.00399459,-0.0174761,0.0216933,-0.00826444,0.019511,0.00152607
Hai1134,Z. mays,NSS,Huangzaosi (China),Wang et al. 2020,0.2366,0.0157022,-0.000186212,-0.00242578,-0.00960606,-0.0313592,0.0291591
Hi26,Z. mays,Mixed,Other,This Study,0.02248,0.0131296,0.00572797,0.00708898,-0.00286709,-0.00127773,0.00289807
Hi27Goodman-Buckler,Z. mays,Mixed,Other,Bukowski et al. 2018,0.02446,0.00802666,0.0128112,0.0267635,-0.00371407,0.0191533,0.0192709
Hi28,Z. mays,Tropical,Tropical,This Study,0.02381,0.00609955,-0.00163253,0.0252484,-0.00599929,0.0192275,0.0240774
Hmes-21875,Z. mays,Teosinte,Wild relatives,"Chen et al., 2022",0.10324,-0.0665685,0.0316618,-0.0445043,-0.0584982,0.00663055,0.00556189
Hua160,Z. mays,Mixed,Huangzaosi (China),Wang et al. 2020,0.07503,0.0107336,-0.00796637,0.00812494,-0.00490596,0.00861219,-0.00441327
Hua94,Z. mays,Mixed,Huangzaosi (China),Wang et al. 2020,0.02416,0.00398965,-0.0145715,0.0198473,-0.00815914,0.00490203,-0.0285812
Huang428,Z. mays,Huangzaosi,Huangzaosi (China),Wang et al. 2020,0.02581,0.00315719,-0.0167228,0.0355736,-0.0132732,0.0223454,0.00712706
HuangC,Z. mays,NSS,Huangzaosi (China),Wang et al. 2020,0.03022,0.0150608,-0.0217563,-0.0180561,-0.00220291,-0.0140894,0.0165831
Huangyesi3,Z. mays,Huangzaosi,Huangzaosi (China),Wang et al. 2020,0.02741,0.000668248,-0.0243575,0.0396278,-0.0142671,0.0325972,0.0162338
Huangzaosi,Z. mays,Huangzaosi,Huangzaosi (China),Wang et al. 2020,0.02884,-3.65063e-05,-0.0264118,0.0429604,-0.0159735,0.0356784,0.0179431
Huanyao,Z. mays,Tropical,Tropical,Qiu et al. 2021,0.03053,-0.000997877,-0.0280364,0.040241,-0.016484,0.0348818,0.0170568
Huobai,Z. mays,Mixed,Huangzaosi (China),Qiu et al. 2021,0.03039,0.000782428,-0.0183637,0.0253325,-0.00938901,0.0217899,0.0102016
Huotanghuang17,Z. mays,NSS,Huangzaosi (China),Wang et al. 2020,0.02814,0.0103389,-0.0312495,-0.00168209,-0.0232468,-0.0581282,0.0220807
Hy,Z. mays,SS,SS,Qiu et al. 2021,0.02786,0.0136521,0.00240809,-0.0135255,0.00530909,0.00634878,-0.00820497
I137TN,Z. mays,Mixed,Other,Bukowski et al. 2018,0.02217,0.00679142,-0.00638147,0.0208507,-0.00580891,0.0172991,0.00782741
I159,Z. mays,SS,SS,This Study,0.02156,0.0147377,0.00401979,-0.00545799,0.0028637,-0.000892319,0.00099885
I29,Z. mays,Popcorn,Other,Qiu et al. 2021,0.03287,-0.00331357,-0.0118329,0.0107015,-0.00126454,0.00410215,-0.0331113
IA2132,Z. mays,Sweet corn,Other,Qiu et al. 2021,0.03477,0.00381515,-0.0141436,0.00418242,-0.00781927,-0.00328473,-0.0485494
IBB14,Z. mays,IDT,IDT,Qiu et al. 2021,0.02937,0.018684,0.00692631,-0.0546502,0.0357359,0.0336401,0.00312595
IBB15,Z. mays,IDT,IDT,Qiu et al. 2021,0.02893,0.0197503,-0.0164855,-0.0991268,0.0620239,0.0836997,0.015933
IBC2,Z. mays,IDT,IDT,Qiu et al. 2021,0.03136,0.0195723,-0.0223741,-0.0876186,0.0467049,0.0570199,0.0246291
ICI_193,Z. mays,Mixed,Other,This Study,0.02052,0.0205388,0.025781,-0.0321714,0.0293001,0.0233057,-0.00936246
ICI_441,Z. mays,SS,SS,This Study,0.0079,0.0185721,0.0726336,0.00361874,0.0117695,-0.0140707,0.00689897
ICI_581,Z. mays,NSS,NSS,Qiu et al. 2021,0.04066,0.0160193,-0.0273677,-0.0273052,-0.00973212,-0.0410496,0.00939427
ICI_740,Z. mays,SS,SS,This Study,0.00771,0.0185276,0.0732776,0.00333988,0.0123351,-0.0135893,0.00662286
ICI_893,Z. mays,SS,SS,This Study,0.01027,0.017878,0.0619819,0.00668174,0.00689524,-0.0161648,-0.00243214
ICI_986,Z. mays,IDT,IDT,This Study,0.01985,0.0207323,0.00889813,-0.0580403,0.0411996,0.0435177,0.000306931
IDS28,Z. mays,Popcorn,Other,Qiu et al. 2021,0.03206,0.0026513,-0.0229401,-0.00346935,-0.00115466,0.0117594,-0.0425199
IDS69,Z. mays,Popcorn,Other,Qiu et al. 2021,0.03149,0.00265989,-0.0190418,0.00567348,-0.00323013,0.0117524,-0.0390494
IDS91,Z. mays,Popcorn,Other,Qiu et al. 2021,0.02962,0.00302711,-0.0189025,0.00668947,-0.00372006,0.0116273,-0.036811
ILLHy,Z. mays,NSS,NSS,Bukowski et al. 2018,0.02321,0.0153088,0.0117508,-0.00686434,0.00484085,0.00758756,-0.00325647
INBRED_100,Z. mays,Tropical,Tropical,This Study,0.02366,0.00428564,-0.0140202,0.0275387,-0.00837133,0.0244903,0.0114783
INBRED_109,Z. mays,Tropical,Tropical,This Study,0.02134,0.00715239,-0.00928981,0.0168306,-0.00393148,0.0190281,0.0110777
INBRED_141,Z. mays,Broad origin-public,Other,This Study,0.24163,0.0147544,0.0289317,0.00547532,0.00293138,-0.00194294,9.18944e-05
