VCFname,Uniform_Name,Species,Subpopulation,Group,Source,CountryOfOrigin,HeteroticGroup,ImprovementEra,Latitude,Longitude,Notes,Proportion_Heterozygous,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,IsBugeater,ShortName
CML92,CML92,Z.mays,Mixed,Other,Bukowski et al. 2018,Mexico,NA,NA,NA,NA,NA,0.01819,0.00510867,-0.0201857,-0.0302916,0.0250514,0.0132801,0.0146712,0.0235776,-0.00997569,0.00705321,0.0103875,no,GB
CML_108,CML108,Z.mays,Tropical,Tropical,Bukowski et al. 2018,Mexico,Tropical,NA,NA,NA,NA,0.02131,-0.0036775,-0.012527,-0.0415804,0.0283198,0.0172603,0.0186155,0.0232314,-0.00408999,0.00695159,0.0120903,yes,GB
CML_154Q,CML154Q,Z.mays,Tropical,Tropical,Bukowski et al. 2018,Mexico,Tropical,NA,NA,NA,NA,0.01898,0.00421197,-0.0196651,-0.0311957,0.0196987,0.00857233,0.0167079,0.0223526,-0.0145648,0.00823186,0.00991633,yes,GB
CML_218,CML218,Z.mays,Tropical,Tropical,Bukowski et al. 2018,Mexico,NA,NA,NA,NA,NA,0.02115,-0.00668362,-0.0131565,-0.043604,0.0302919,0.0173324,0.0199561,0.0265249,-0.0165177,0.00701605,0.00671188,yes,GB
CML_220,CML220,Z.mays,Tropical,Tropical,Bukowski et al. 2018,Mexico,Tropical,NA,NA,NA,NA,0.02537,-0.00722049,-0.0120997,-0.0450695,0.0334925,0.0188162,0.0181741,0.0248394,-0.0167845,0.00929872,0.00850384,yes,GB
CML_228,CML228,Z.mays,Tropical,Tropical,Bukowski et al. 2018,Mexico,Tropical,NA,NA,NA,NA,0.02623,-0.00482969,-0.0112094,-0.0443769,0.030676,0.0149475,0.018636,0.0255589,-0.0174456,0.00772691,0.00954654,yes,GB
CML_247,CML247,Z.mays,Tropical,Tropical,Bukowski et al. 2018,Mexico,Tropical,NA,NA,NA,NA,0.02333,-0.00646628,-0.0127782,-0.0461995,0.0313578,0.0160535,0.0175699,0.0259012,-0.0219524,0.00990886,0.00846221,yes,GB
CML_254,CML254,Z.mays,Tropical,Tropical,Bukowski et al. 2018,Mexico,Tropical,NA,NA,NA,NA,0.02421,-0.00944644,-0.010214,-0.0481699,0.0330336,0.018962,0.0196553,0.0300404,-0.0193874,0.0099051,0.00934411,yes,GB
CML_264,CML264,Z.mays,Tropical,Tropical,Bukowski et al. 2018,Mexico,Tropical,NA,NA,NA,NA,0.0229,-0.00975485,-0.0109968,-0.0494761,0.0342602,0.0208834,0.0218979,0.030691,-0.0217176,0.0109848,0.00825806,yes,GB
CML_277,CML277,Z.mays,Tropical,Tropical,Bukowski et al. 2018,Mexico,Tropical,NA,NA,NA,NA,0.02287,-0.000378766,-0.0181653,-0.0378038,0.0204557,0.00820793,0.0145303,0.0207545,-0.0236699,0.00831629,0.00630457,yes,GB
CML_287,CML287,Z.mays,Tropical,Tropical,Bukowski et al. 2018,Mexico,Tropical,NA,NA,NA,NA,0.02052,-0.00807946,-0.0133683,-0.047147,0.0331968,0.0206762,0.0208133,0.0277559,-0.0155601,0.0102324,0.00922319,yes,GB
CML_322,CML322,Z.mays,Tropical,Tropical,Bukowski et al. 2018,Mexico,Tropical,NA,NA,NA,NA,0.022,-0.00287198,-0.0138184,-0.0400126,0.0335374,0.0207538,0.0140533,0.0218022,-0.0117828,0.00630167,0.00679851,yes,GB
CML_323,CML323,Z.mays,Tropical,Tropical,Bukowski et al. 2018,Mexico,NA,NA,NA,NA,NA,0.02386,-0.00771102,-0.00968741,-0.0435303,0.0324429,0.0218981,0.0174286,0.0205277,-0.00986805,0.00691605,0.00609005,yes,GB
CML_395,CML395,Z.mays,Tropical,Tropical,This Study,Mexico,NA,NA,NA,NA,NA,0.02044,0.00738774,-0.0175933,-0.0197071,-0.00365664,-0.0122081,0.0079833,-0.00517205,-0.0283197,0.00757271,-0.0078953,yes,Nebraska
CML_52,CML52,Z.mays,Tropical,Tropical,Bukowski et al. 2018,Mexico,Tropical,NA,NA,NA,NA,0.04118,-0.00865796,-0.0128461,-0.0490742,0.0343051,0.018136,0.018754,0.025529,-0.0200416,0.00670933,0.00803072,yes,GB
CML_91,CML91,Z.mays,Tropical,Tropical,Bukowski et al. 2018,Mexico,NA,NA,NA,NA,NA,0.02502,-0.00651779,-0.00853391,-0.0457005,0.0342681,0.0220886,0.0183062,0.0274275,-0.00482136,0.00448638,0.00504758,yes,GB
CMV3,CMV3,Z.mays,NSS,NSS,Bukowski et al. 2018,USA,NA,NA,NA,NA,NA,0.01788,0.00817829,-0.00532504,-0.0194623,0.0226755,0.0179366,0.011496,0.00144279,0.0289967,-0.00231079,0.00851607,no,GB
CO106,CO106,Z.mays,Broad origin-public,Other,Bukowski et al. 2018,Canada,NA,PublicBreeding,NA,NA,Developed 1958,0.02366,0.00261515,0.000900815,-0.0252909,0.0233069,0.0149075,0.0165296,0.00403822,0.0353643,-0.00415303,0.0148836,yes,GB
CO109,CO109,Z.mays,Landrace,Other,Brandenburg et al. 2017,USA,Dent,Landrace,41.72,-79.54,Passport data seems questionable,0.02898,0.000723159,9.16736e-07,-0.0270245,0.0149462,0.00990426,0.00914754,-0.0212833,0.0372413,-0.00772253,-0.000399503,no,EU
CO117,CO117,Z.mays,Broad origin-public,Other,This Study,Canada,NA,NA,NA,NA,NA,0.02284,0.0138459,-0.00188154,-0.000751413,-0.0151036,-0.0119705,0.00278179,-0.0280348,0.00901366,0.00250122,0.00125988,yes,Nebraska
CO125,CO125,Z.mays,Broad origin-public,Other,Bukowski et al. 2018,Canada,NA,NA,NA,NA,NA,0.02229,0.00421814,-0.000777147,-0.0228768,0.0214743,0.0132093,0.0129305,0.00366477,0.0283882,0.0012271,0.0202262,yes,GB
CO158,CO158,Z.mays,Broad origin-public,Other,This Study,Canada,NA,NA,NA,NA,NA,0.02214,0.0154753,-0.00325845,-0.00123554,-0.0151506,-0.0124721,0.00633295,-0.0232078,0.00459478,0.0060426,0.00781463,yes,Nebraska
CO192,CO192,Z.mays,Broad origin-public,Other,This Study,Canada,NA,NA,NA,NA,NA,0.02059,0.0122709,-0.00581823,-0.00405489,-0.00921324,-0.00996198,2.66956e-05,-0.0321314,0.0189711,-0.00136457,0.00224562,yes,Nebraska
CO216,CO216,Z.mays,Broad origin-public,Other,This Study,Canada,NA,NA,NA,NA,NA,0.02248,0.0144876,-0.00442906,-0.0029282,-0.0172991,-0.0136378,0.00398961,-0.0294606,0.007323,0.00778147,0.00959819,yes,Nebraska
CO236,CO236,Z.mays,Broad origin-public,Other,This Study,Canada,NA,NA,NA,NA,NA,0.02323,0.0142903,-0.00489294,-0.00282086,-0.0135339,-0.0142617,0.00350145,-0.0335067,0.00706724,0.00279727,-0.000308154,yes,Nebraska
CO237,CO237,Z.mays,Broad origin-public,Other,This Study,Canada,NA,NA,NA,NA,NA,0.02333,0.0152685,-0.00520158,0.000279085,-0.0147856,-0.0108181,0.00278518,-0.0250423,0.00777609,-0.00242866,-0.0108764,yes,Nebraska
CO245,CO245,Z.mays,Sweet corn,Other,This Study,Canada,Sweetcorn,NA,NA,NA,NA,0.02335,0.00990393,-0.0101577,-0.00783531,-0.0148753,-0.0109786,-0.00174064,-0.041592,0.0159576,-0.00591267,-0.0124086,yes,Nebraska
CO255,CO255,Z.mays,Sweet corn,Other,Bukowski et al. 2018,Canada,Sweetcorn,NA,NA,NA,NA,0.0363,-0.018788,0.00688381,-0.0454614,0.0298979,0.0208215,0.00812218,-0.0198166,0.0659392,-0.0195702,-0.00326161,yes,GB
CO256,CO256,Z.mays,SS,SS,This Study,Canada,NA,NA,NA,NA,NA,0.22993,0.031982,-0.0247031,0.0199405,-0.00523191,-0.00243581,0.0035101,0.00160399,0.0056127,0.00332034,0.00895184,yes,Nebraska
CO257,CO257,Z.mays,SS,SS,Qiu et al. 2021,Canada,NA,NA,NA,NA,NA,0.02759,0.0112576,0.0196478,0.0155483,0.0152103,0.0297871,-0.0162605,0.00423637,0.000221632,-0.00430829,-0.00837034,yes,WiDivCore
CO258,CO258,Z.mays,SS,SS,Qiu et al. 2021,Canada,NA,NA,NA,NA,NA,0.02421,0.00740252,0.0241319,0.0103908,0.024761,0.0325078,-0.0152554,0.00430164,0.00617708,-0.00353082,0.00233204,yes,WiDivCore
CQ502,CQ502,Z.mays,Landrace,Other,Brandenburg et al. 2017,USA,Dent,Landrace,40.59,-105.08,NA,0.03387,-0.00145654,0.00933927,-0.0244242,0.00736193,0.0119939,0.010712,-0.0191429,0.0418404,0.00610378,0.0373858,no,EU
CQ702RC,CQ702RC,Z.mays,NSS,NSS,Qiu et al. 2021,USA,NA,NA,NA,NA,NA,0.0282,0.00724391,0.0521937,0.0185203,0.00264653,-0.0356756,0.0164923,0.00488668,-0.0137928,0.0306047,0.0602614,yes,WiDivCore
CQ806,CQ806,Z.mays,NSS,NSS,This Study,USA,NA,NA,NA,NA,NA,0.0207,0.0216419,0.00149659,0.00275298,-0.0452471,-0.00723182,0.0109169,0.00111132,-0.00541239,0.0178554,0.0318389,yes,Nebraska
CR14,CR14,Z.mays,SS,SS,Qiu et al. 2021,USA,NA,NA,NA,NA,NA,0.01459,0.0319106,-0.0163415,0.0328029,0.0150005,0.0362121,-0.0228518,0.00204605,-0.00239497,-0.0063099,-0.0144911,yes,WiDivCore
CR1HT,CR1HT,Z.mays,NSS,NSS,Bukowski et al. 2018,USA,NA,NA,NA,NA,NA,0.00789,0.0384942,-0.0316756,0.010833,-0.022706,-0.0035379,0.0159636,0.0314352,0.0234506,-0.00663712,0.00751639,yes,HapMap3
CR_22_INBRED,CR22INBRED,Z.mays,Broad origin-public,Other,Qiu et al. 2021,Russia,NA,NA,NA,NA,NA,0.03098,-0.00981459,0.0334465,-0.0111967,0.0138163,0.0111215,-0.00855001,-0.0234091,0.0227271,-0.0036637,0.00907826,no,WiDivCore
CS405,CS405,Z.mays,Mixed,Other,Qiu et al. 2021,USA,NA,NA,NA,NA,NA,0.02005,0.0249669,-0.00636736,0.0309728,0.00728963,0.0230531,-0.0177425,0.00612824,0.0109896,7.80386e-06,0.0161534,yes,WiDivCore
CS608,CS608,Z.mays,Mixed,Other,This Study,USA,NA,NA,NA,NA,NA,0.02441,0.0180354,0.00332482,-0.000812133,-0.0518199,-0.00953419,0.0172889,0.0174899,0.00539398,-0.00741891,-0.0138841,yes,Nebraska
CSJ3,CSJ3,Z.mays,Broad origin-public,Other,This Study,Canada,NA,NA,NA,NA,NA,0.02605,0.0164313,-0.00761256,-0.00106168,-0.00873075,-0.0132239,0.00382168,-0.0290111,0.00789314,0.00345544,0.0012463,yes,Nebraska
CT52C,CT52C,Z.mays,NSS,Huangzaosi (China),Wang et al. 2020,China,NA,NA,NA,NA,NA,0.02757,0.0109401,0.00347916,-0.00640443,-0.0421805,-0.00844732,0.0134213,0.0147074,-0.00878059,-0.00855655,-0.0273925,no,CN
CUBA54,CUBA54,Z.mays,Landrace,Other,Brandenburg et al. 2017,Cuba,Tropical,Landrace,20.9,-76.25,NA,0.02883,-0.00805644,-0.013915,-0.0481904,0.027139,0.00954709,0.0176645,0.0125137,-0.0227196,0.00347388,-0.0116045,no,EU
Chang3,CHANG3,Z.mays,NSS,Huangzaosi (China),Wang et al. 2020,China,NA,NA,NA,NA,NA,0.12964,0.0152247,-0.00809353,-0.00404237,-0.0276325,-0.00773435,0.00799726,-0.00885219,0.011025,-0.00535849,-0.0122953,no,CN
Chang72,CHANG72,Z.mays,HZS,Huangzaosi (China),Wang et al. 2020,China,NA,NA,NA,NA,NA,0.02703,-0.0036654,-0.0194937,-0.0289444,-0.0122394,-0.0196659,0.00214216,-0.0278134,-0.0533582,0.00821528,-0.0376467,no,CN
Cheng18,CHENG18,Z.mays,NSS,Huangzaosi (China),Wang et al. 2020,China,NA,NA,NA,NA,NA,0.02667,0.0116786,0.00269146,-0.00524587,-0.0400578,-0.00695509,0.00791187,0.000721441,0.00663883,-0.00731238,-0.0133065,no,CN
Cheng687,CHENG687,Z.mays,Mixed,Huangzaosi (China),Wang et al. 2020,China,NA,NA,NA,NA,NA,0.02992,0.0150418,-0.00964024,-0.00615172,-0.0165192,-0.00661734,0.0087596,0.00672028,-0.0459169,0.0119508,-0.0122703,no,CN
Chi-tan_120,CHITAN120,Z.mays,Broad origin-public,Other,This Study,China,NA,NA,NA,NA,NA,0.03961,0.0144705,-0.00167692,-0.00123681,-0.00911911,-0.00887504,0.00352279,-0.0253614,-0.00589925,0.0144905,0.0155315,yes,Nebraska
Chis86,CHIS86,Z.mays,Landrace,Other,Brandenburg et al. 2017,Mexico,Tropical,Landrace,16.25,-92.13,NA,0.03258,-0.00938439,-0.0160673,-0.051331,0.0307526,0.0114913,0.0195687,0.0167331,-0.013915,0.00111393,-0.00922693,no,EU
Ci7Goodman-Buckler,CI7,Z.mays,NSS,NSS,Bukowski et al. 2018,NA,NA,NA,NA,NA,NA,0.01985,0.00593863,-0.00427787,-0.0232733,0.0215055,0.0173686,0.0151522,0.00542613,0.0285339,4.09475e-06,0.0185784,no,GB
D06,D06,Z.mays,SS,Europe,Unterseer et al. 2014,NA,StiffStalk,PublicBreeding,NA,NA,NA,0.02539,0.0252224,-0.0166326,0.00896851,-0.00184383,0.0036081,-0.00321677,-0.0237162,0.00959166,-0.00690334,-0.0181398,no,ge
D09,D09,Z.mays,SS,Europe,Unterseer et al. 2014,NA,StiffStalk,PublicBreeding,NA,NA,NA,0.02529,0.0241206,-0.0176956,0.00691011,-0.00262697,-0.00190214,-4.75748e-05,-0.0215689,0.0120119,-0.00579388,-0.0123799,no,ge
D152,D152,Z.mays,NA,Europe,Unterseer et al. 2014,NA,Flint,PublicBreeding,NA,NA,NA,0.02562,0.0117816,-0.0216252,-0.0064866,-0.0142573,-0.0157541,8.98269e-06,-0.0465398,0.0579325,-0.0243702,-0.0188652,no,ge
D940Y,D940Y,Z.mays,Mixed,Other,Bukowski et al. 2018,NA,NA,NA,NA,NA,NA,0.03685,-0.00376314,0.00210274,-0.0357977,0.0196933,0.0189128,0.0184747,0.0211265,0.0159909,-0.000242037,0.0111966,no,GB
DE1,DE1,Z.mays,IDT,IDT,Bukowski et al. 2018,USA,NonStiffStalk,NA,NA,NA,NA,0.02489,0.00893655,0.0176301,-0.005978,0.0545788,-0.0338056,0.0397049,0.032947,0.0187081,0.00186936,0.017223,yes,GB
DE2,DE2,Z.mays,IDT,IDT,Qiu et al. 2021,USA,NA,NA,NA,NA,NA,0.02923,0.00395766,0.0462031,0.0153692,0.0424717,-0.0549648,0.0258915,0.0153261,-0.00723975,0.00556845,0.0110521,yes,WiDivCore
DE3,DE3,Z.mays,NSS,NSS,Qiu et al. 2021,NA,NA,NA,NA,NA,NA,0.03076,0.000677656,0.0418596,-0.00337746,-0.0339573,0.015966,0.00275393,0.0157246,-0.0189642,0.0220728,0.041257,yes,WiDivCore
DE4,DE4,Z.mays,Mixed,Other,Qiu et al. 2021,NA,NA,NA,NA,NA,NA,0.03144,0.000487812,0.0383583,-0.00171603,-0.0278671,0.0182187,-0.00224983,0.0144274,-0.0126222,0.0122855,0.0243819,yes,WiDivCore
DE811,DE811,Z.mays,SS,SS,Qiu et al. 2021,NA,NA,NA,NA,NA,NA,0.02624,0.0146403,0.0155111,0.0238774,0.0016978,0.0444317,-0.0339926,0.00581125,-0.0340551,-0.014175,-0.0582295,yes,WiDivCore
DH40,DH40,Z.mays,Mixed,Huangzaosi (China),Wang et al. 2020,China,NA,NA,NA,NA,NA,0.02397,0.012127,-0.00842952,-0.00947225,-0.022744,-0.0113795,0.00447654,-0.0226107,-0.0300052,0.0181116,0.00465878,no,CN
DH65232,DH65232,Z.mays,Mixed,Huangzaosi (China),Wang et al. 2020,China,NA,NA,NA,NA,NA,0.31199,0.0163902,-0.0156271,-0.00589321,-0.0112458,-0.010092,0.0092532,-0.000501989,-0.0175965,0.006724,-0.00142117,no,CN
DJ7,DJ7,Z.mays,SS,SS,Qiu et al. 2021,USA,NA,NA,NA,NA,NA,0.00078824,0.0453126,-0.0552285,0.0313066,-0.00139009,0.00483155,0.00834097,0.0290466,0.0257186,0.00165179,0.0311971,yes,WiDivCore
DK105,DK105,Z.mays,NA,Europe,Unterseer et al. 2014,DK3IIH6,Flint,ExPVP,NA,NA,NA,0.03568,-0.000547567,-0.0106861,-0.00506243,-0.0208911,-0.017363,-0.00493728,-0.0695708,0.0805174,-0.0318869,-0.0310564,no,ge
DK3IBZ2,3IBZ2,Z.mays,Mixed,Other,Bukowski et al. 2018,USA,NA,NA,NA,NA,NA,0.00881,0.039645,-0.0272996,0.0120085,0.0148609,-0.0176669,0.0209331,0.0237268,0.0284372,-0.00419217,0.0140137,yes,HapMap3
DK3IIH6,DK3IIH6,Z.mays,IDT,IDT,This Study,USA,NA,ExPVP,NA,NA,NA,0.02007,0.0240175,0.010792,0.0232061,0.0202865,-0.0651155,0.0311557,0.00818679,0.000989953,0.00653941,0.00936567,yes,Nebraska
DK4676A,DK4676A,Z.mays,Mixed,Other,Qiu et al. 2021,USA,NA,ExPVP,NA,NA,NA,0.02632,0.0120469,0.0264007,0.0260816,0.0214967,0.049308,-0.037242,-0.00802276,-0.0172204,-0.000301688,-0.00708714,yes,WiDivCore
DK6F545,DK6F545,Z.mays,SS,SS,This Study,USA,NA,ExPVP,NA,NA,NA,0.0113,0.038138,-0.0342029,0.0262716,-0.00417783,0.0079994,-0.000551633,0.00746309,0.0061013,0.00746656,0.0231906,yes,Nebraska
DK78002A,DK78002A,Z.mays,SS,SS,Qiu et al. 2021,USA,NA,ExPVP,NA,NA,NA,0.01085,0.0388324,-0.0315486,0.0366301,0.013577,0.0281997,-0.0155401,0.017444,0.0121402,-0.00945089,-0.00149799,yes,WiDivCore
DK78004,78004,Z.mays,SS,SS,Bukowski et al. 2018,USA,NA,NA,NA,NA,NA,0.00234,0.0506817,-0.047434,0.030163,0.00432524,0.0127018,0.00113727,0.0220838,0.0203505,0.00176047,0.0220709,yes,HapMap3
DK78010,DK78010,Z.mays,SS,SS,Qiu et al. 2021,USA,NA,ExPVP,NA,NA,NA,0.01268,0.0378839,-0.0224642,0.0417587,0.0224281,0.0430426,-0.0288432,0.0133969,0.00042135,-0.0129919,-0.0192226,yes,WiDivCore
DK78371A,DK78371A,Z.mays,NSS,NSS,Qiu et al. 2021,USA,NA,ExPVP,NA,NA,NA,0.03189,-0.000767807,0.0502865,-0.00168156,-0.0617769,0.007224,0.00414023,0.00109521,0.00316451,0.0287036,0.0695528,yes,WiDivCore
DK83IBI3,83IBI3,Z.mays,IDT,IDT,Bukowski et al. 2018,USA,NA,NA,NA,NA,NA,0.00476,0.039737,-0.0213239,0.018554,0.026728,-0.0352657,0.0311436,0.0335117,0.0288141,-0.00737708,0.00915172,yes,HapMap3
DK84BRQ4,DK84BRQ4,Z.mays,SS,SS,This Study,USA,NA,ExPVP,NA,NA,NA,0.02014,0.03161,-0.00665534,0.0268155,-0.0158148,0.0193578,-0.0145177,0.0097663,-0.0238111,0.00427138,-0.00743124,yes,Nebraska
DK8F196,DK8F196,Z.mays,SS,SS,This Study,USA,NA,ExPVP,NA,NA,NA,0.19845,0.0395944,-0.0421868,0.0272054,-0.00224608,0.00526558,0.00235083,0.0139054,0.0117393,0.00286376,0.0171667,yes,Nebraska
DK8M116,DK8M116,Z.mays,Mixed,Other,This Study,USA,NA,ExPVP,NA,NA,NA,0.02379,0.0142639,0.00143441,-0.00351713,-0.0169756,-0.00906834,0.00636835,-0.0131876,-0.00257088,0.0102259,0.0141853,yes,Nebraska
DK8M129,DK8M129,Z.mays,Mixed,Other,This Study,USA,NA,ExPVP,NA,NA,NA,0.02106,0.0156978,0.00159235,-0.00214215,-0.0350157,-0.00511161,0.0129015,0.0175902,0.00815609,-0.0100991,-0.0196519,yes,Nebraska
DKF274,DKF274,Z.mays,SS,SS,This Study,USA,NA,ExPVP,NA,NA,NA,0.01622,0.0343633,-0.0245939,0.0261883,-0.00623897,0.00764878,-0.00624643,0.00113545,-0.00950377,0.0127888,0.0206333,yes,Nebraska
DKFAPW,DKFAPW,Z.mays,Broad origin-public,Other,Qiu et al. 2021,USA,NA,ExPVP,NA,NA,NA,0.02451,0.0221078,0.0179792,0.0425132,0.0326535,0.0692352,-0.0550758,-0.0100167,-0.0253915,-0.0071037,-0.0302036,no,WiDivCore
DKFBHJ,DKFBHJ,Z.mays,SS,SS,Qiu et al. 2021,USA,NA,ExPVP,NA,NA,NA,0.02404,0.016339,0.0156305,0.0282351,0.0277007,0.0486096,-0.0394347,-0.00945672,-0.0129323,-0.0109162,-0.0313344,yes,WiDivCore
DKHBA1,DKHBA1,Z.mays,Mixed,Other,Qiu et al. 2021,USA,NA,ExPVP,NA,NA,NA,0.0237,0.0232596,-0.0191535,0.00437651,-0.00972948,-0.00555019,0.00971144,-0.00519284,-0.00372018,-0.00505413,-0.0279068,yes,WiDivCore
DKIB014,DKIB014,Z.mays,IDT,IDT,Qiu et al. 2021,USA,NA,ExPVP,NA,NA,NA,0.03036,0.0032836,0.0567575,0.0265169,0.0493593,-0.0759572,0.0278196,0.0129018,0.00792531,0.000292496,0.0128615,yes,WiDivCore
DKIB02,IB02,Z.mays,IDT,IDT,Bukowski et al. 2018,USA,NA,NA,NA,NA,NA,0.00698,0.0425526,-0.032883,0.0207869,0.00722965,-0.0221465,0.0177261,0.0179186,0.0152288,0.00534146,0.0238528,yes,HapMap3
DKMBNA,DKMBNA,Z.mays,NSS,NSS,Qiu et al. 2021,USA,NA,ExPVP,NA,NA,NA,0.0346,-0.00385627,0.0560896,-0.00705422,-0.0763442,0.0172361,0.0219107,0.0943349,0.0345462,-0.0422193,-0.0462761,yes,WiDivCore
DKMBUB,MBUB,Z.mays,NSS,NSS,Bukowski et al. 2018,USA,NA,NA,NA,NA,NA,0.06032,0.0392741,-0.0383385,0.00885234,-0.0125131,-0.00540937,0.0109111,0.00884859,0.00454667,0.0106832,0.0234192,yes,HapMap3
DKMBZA,DKMBZA,Z.mays,IDT,IDT,This Study,USA,NA,ExPVP,NA,NA,NA,0.02207,0.0203584,0.00737012,0.0170612,0.00514278,-0.0483315,0.0212591,0.00409372,-0.0011592,-0.000241559,-0.00740389,yes,Nebraska
DKMFD-13D,DKMFD13D,Z.mays,Mixed,Other,This Study,USA,NA,ExPVP,NA,NA,NA,0.023,0.01775,0.00558748,-0.00150934,-0.0557022,-0.00833022,0.0159308,0.0129572,0.00887489,0.0017757,0.00859565,yes,Nebraska
DKMM402A,MM402A,Z.mays,NSS,NSS,Bukowski et al. 2018,USA,NA,NA,NA,NA,NA,0.0057,0.0373444,-0.0291506,0.00711933,-0.0108298,-0.00086528,0.0151636,0.0150589,0.0212661,0.00997939,0.0456102,yes,HapMap3
DKNL001,DKNL001,Z.mays,SS,SS,This Study,USA,NA,ExPVP,NA,NA,NA,0.00912,0.0419817,-0.0414884,0.0344444,0.00609407,0.0166998,-0.00711607,0.0140892,0.0124035,-0.00566892,-0.00149836,yes,Nebraska
DKPB80,DKPB80,Z.mays,SS,SS,Qiu et al. 2021,USA,NA,ExPVP,NA,NA,NA,0.00599,0.0397229,-0.0417922,0.0305155,0.00627998,0.0135335,0.00104515,0.0239893,0.0189074,-0.000819186,0.0159636,yes,WiDivCore
DKWDAD1,DKWDAD1,Z.mays,SS,SS,This Study,USA,NA,ExPVP,NA,NA,NA,0.00832,0.0436533,-0.0408876,0.0368314,0.00249857,0.0178404,-0.0073862,0.0183153,0.0113229,0.00213981,0.0198154,yes,Nebraska
Dahuang46,DAHUANG46,Z.mays,Mixed,Huangzaosi (China),Wang et al. 2020,China,NA,NA,NA,NA,NA,0.02497,0.0108984,-0.00519252,-0.00908914,-0.0108376,-0.0106995,0.00454412,-0.0270789,-0.0036422,0.00429793,-0.00190644,no,CN
Dan340,DAN340,Z.mays,NSS,Huangzaosi (China),Wang et al. 2020,China,NA,NA,NA,NA,NA,0.02654,0.00866193,0.00977244,-0.00705371,-0.0416868,-0.0104224,0.0044153,-0.0287458,-0.026417,0.0304416,0.0340925,no,CN
Dan341,DAN341,Z.mays,Mixed,Huangzaosi (China),Wang et al. 2020,China,NA,NA,NA,NA,NA,0.11934,0.0176145,-0.00930991,-0.00221962,-0.0199577,-0.0139634,0.00960093,-0.00625406,-0.0198333,0.0110871,0.00534314,no,CN
Dan360,DAN360,Z.mays,NSS,Huangzaosi (China),Wang et al. 2020,China,NA,NA,NA,NA,NA,0.02735,0.00877369,0.0074154,-0.00739974,-0.049817,-0.0149904,0.00893026,-0.0267278,-0.0310337,0.0273345,0.0203626,no,CN
Dan598,DAN598,Z.mays,Mixed,Huangzaosi (China),Wang et al. 2020,China,NA,NA,NA,NA,NA,0.02711,0.00670186,-0.00500971,-0.0100543,-0.0196374,-0.0139856,0.00348357,-0.0263264,-0.0464153,0.0196633,-0.00730535,no,CN
Dan599,DAN599,Z.mays,Mixed,Huangzaosi (China),Wang et al. 2020,China,NA,NA,NA,NA,NA,0.02685,0.0137705,-0.0047981,-0.00434016,-0.0167321,-0.00818086,0.0053981,-0.00323447,-0.0447242,0.0166082,-0.00172921,no,CN
Dan9046,DAN9046,Z.mays,NSS,Huangzaosi (China),Wang et al. 2020,China,NA,NA,NA,NA,NA,0.02425,0.0149198,-0.000956759,-0.00155742,-0.0375386,-0.00997656,0.00905267,-0.00717,-0.0244923,0.0168296,0.00972808,no,CN
Dan99chang,DAN99CHANG,Z.mays,Mixed,Huangzaosi (China),Wang et al. 2020,China,NA,NA,NA,NA,NA,0.02344,0.0148039,-0.00684798,-0.00459925,-0.0254049,-0.0116173,0.00557053,-0.0138232,-0.0367299,0.0179643,0.00192526,no,CN
Danhuang02,DANHUANG02,Z.mays,Mixed,Huangzaosi (China),Wang et al. 2020,China,NA,NA,NA,NA,NA,0.02608,0.015535,-0.00395462,-0.00232297,-0.0211186,-0.00845695,0.00501643,-0.0231977,-0.0151581,0.0127692,0.00569577,no,CN
Denghai4866,DENGHAI4866,Z.mays,Mixed,Huangzaosi (China),Wang et al. 2020,China,NA,NA,NA,NA,NA,0.03293,0.0108389,0.00261684,-0.0049463,-0.018878,-0.00887817,0.00912829,-0.00411574,-0.0371724,0.0135468,-0.0116015,no,CN
Dian11,DIAN11,Z.mays,Mixed,Huangzaosi (China),Wang et al. 2020,China,NA,NA,NA,NA,NA,0.0262,0.0107421,0.00255918,-0.00502619,-0.0204519,-0.00769139,0.00364697,-0.0241663,-0.00129867,0.00179029,-0.00844548,no,CN
Diangu11A,DIANGU11A,Z.mays,Mixed,Huangzaosi (China),Wang et al. 2020,China,NA,NA,NA,NA,NA,0.18056,0.0149131,-0.00562773,-0.0042087,-0.0162526,-0.00486205,0.0058344,-0.00694334,0.00625933,-0.00520855,-0.00936226,no,CN
Dong17,DONG17,Z.mays,HZS,Huangzaosi (China),Wang et al. 2020,China,NA,NA,NA,NA,NA,0.02515,0.00394641,-0.0180121,-0.0200943,-0.00967482,-0.0203253,0.00512222,-0.0206768,-0.0360436,0.00436597,-0.0286297,no,CN
Dong237,DONG237,Z.mays,Mixed,Huangzaosi (China),Wang et al. 2020,China,NA,NA,NA,NA,NA,0.02886,0.0155549,-0.00620821,-0.00363622,-0.027485,-0.00978376,0.00916826,-0.00058928,0.00194372,-0.00569259,-0.0159328,no,CN
Dong46,DONG46,Z.mays,Mixed,Huangzaosi (China),Wang et al. 2020,China,NA,NA,NA,NA,NA,0.02861,-0.000805817,0.000800859,-0.0150305,-0.00762615,-0.0130377,-0.000951405,-0.0305687,-0.0139672,0.00263254,-0.0144526,no,CN
